example_id,category,exact_match,precision,recall,f1_score,confidence,predicted,reference,error_type
262:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999986886978149,2026-04-22T17:00:00,,HALLUCINATION
262:location,location,0.0,0.4,0.6666666666666666,0.5,0.9,presencial - gabinete da direcao,presencial - secretaria,HALLUCINATION
262:topic,topic,0.0,0.0,0.0,0.0,0.9999942779541016,distribuicao de servico docente,horarios do semestre,WRONG_ANSWER
356:participants,participants,0.0,0.0,0.0,0.0,0.7594535946846008,Professora Ana Costa,Rita Fernandes,HALLUCINATION
356:time,time,0.0,0.0,0.0,0.0,0.0,,segunda de manha,LOW_CONFIDENCE
356:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-05-25T09:00:00,LOW_CONFIDENCE
356:location,location,0.0,0.6,0.42857142857142855,0.5,0.9,presencial - gabinete de orientacao,presencial - sala de reunioes do departamento,HALLUCINATION
356:topic,topic,0.0,0.0,0.0,0.0,0.9978084564208984,submissao de artigo,preparacao da apresentacao,HALLUCINATION
305:participants,participants,1.0,1.0,1.0,1.0,0.9893408417701721,Prof. Ricardo Mendes,Prof. Ricardo Mendes,EXACT_MATCH
305:time,time,0.0,0.0,0.0,0.0,0.999998152256012,ao final do dia,,TRUNCATION
305:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
305:location,location,1.0,1.0,1.0,1.0,0.9,remoto - google meet,remoto - google meet,EXACT_MATCH
305:topic,topic,0.0,0.0,0.0,0.0,0.9999825954437256,pedido de equivalencias,analise dos resultados dos estudantes,WRONG_ANSWER
38:participants,participants,0.0,0.0,0.0,0.0,0.9730093479156494,Miguel Santos,Ana Martins,HALLUCINATION
38:time,time,0.0,0.0,0.0,0.0,0.0,,durante a manha,LOW_CONFIDENCE
38:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-04-02T09:00:00,LOW_CONFIDENCE
38:location,location,1.0,1.0,1.0,1.0,0.9,remoto - zoom,remoto - zoom,EXACT_MATCH
38:topic,topic,0.0,0.0,0.0,0.0,0.4889680743217468,Miguel Santos,proposta de projeto,HALLUCINATION
152:participants,participants,0.0,0.0,0.0,0.0,0.9954008460044861,Gabinete de Estagios,Professora Ana Costa,HALLUCINATION
152:time,time,0.0,0.0,0.0,0.0,0.9999982118606567,segunda de manha,,TRUNCATION
152:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999982118606567,2026-04-27T06:00:00/2026-04-27T12:00:00,,HALLUCINATION
152:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - sala 2.3,remoto - zoom,HALLUCINATION
152:topic,topic,0.0,0.0,0.0,0.0,0.999714195728302,calendario de avaliacoes,orientacao da dissertacao,WRONG_ANSWER
286:participants,participants,1.0,1.0,1.0,1.0,0.9145997762680054,Professora Ana Costa,Professora Ana Costa,EXACT_MATCH
286:time,time,0.0,0.0,0.0,0.0,0.999997079372406,dia 18 as 9h30,,TRUNCATION
286:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.999997079372406,2026-06-18T09:30:00,,HALLUCINATION
286:location,location,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,remoto - teams,remoto - zoom,HALLUCINATION
286:topic,topic,1.0,1.0,1.0,1.0,0.9996342658996582,relatorio de progresso,relatorio de progresso,EXACT_MATCH
34:participants,participants,0.0,0.0,0.0,0.0,0.8800386786460876,Professor Luis Almeida,Secretaria Academica,HALLUCINATION
34:time,time,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999963641166687,depois de almoco,segunda de manha,PARTIAL_MATCH
34:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-05-25T09:00:00,LOW_CONFIDENCE
34:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
34:topic,topic,0.0,0.0,0.0,0.0,0.9999983906745911,preparacao da defesa,validacao de atas,WRONG_ANSWER
93:participants,participants,1.0,1.0,1.0,1.0,0.9982084631919861,Secretaria Academica,Secretaria Academica,EXACT_MATCH
93:time,time,0.0,0.0,0.0,0.0,0.9999874234199524,amanha as 10h,,TRUNCATION
93:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999874234199524,2026-02-12T10:00:00,,HALLUCINATION
93:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
93:topic,topic,0.0,0.0,0.0,0.0,0.9719674587249756,Secretaria Academica,avaliacao continua,HALLUCINATION
50:participants,participants,0.0,0.0,0.0,0.0,0.9999412894248962,Coordenacao de Mestrado,Carolina Silva,HALLUCINATION
50:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
50:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
50:location,location,0.0,0.0,0.0,0.0,0.9,remoto - google meet,,HALLUCINATION
50:topic,topic,0.0,0.0,0.0,0.0,0.8144713044166565,Coordenacao de Mestrado,,HALLUCINATION
209:participants,participants,0.0,0.0,0.0,0.0,0.985116720199585,Professor Luis Almeida,Coordenacao de Mestrado,HALLUCINATION
209:time,time,0.0,0.0,0.0,0.0,0.9999932050704956,quinta as 16h,,TRUNCATION
209:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999932050704956,2026-04-23T16:00:00,,HALLUCINATION
209:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - gabinete 3.12,remoto - zoom,HALLUCINATION
209:topic,topic,0.0,0.0,0.0,0.0,0.9999186396598816,credibilidade dos dados recolhidos,planeamento de aulas,WRONG_ANSWER
177:participants,participants,1.0,1.0,1.0,1.0,0.9994698762893677,Prof. Ricardo Mendes,Prof. Ricardo Mendes,EXACT_MATCH
177:time,time,0.0,0.0,0.0,0.0,0.0,,segunda de manha,LOW_CONFIDENCE
177:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-05-18T09:00:00,LOW_CONFIDENCE
177:location,location,0.0,0.3333333333333333,0.25,0.28571428571428575,0.9,remoto - teams,presencial - auditorio principal,HALLUCINATION
177:topic,topic,0.0,0.0,0.0,0.0,0.8195289969444275,Prof. Ricardo Mendes,revisao do plano de trabalhos,HALLUCINATION
268:participants,participants,0.0,0.0,0.0,0.0,0.9404658079147339,Professora Ana Costa,Professor Luis Almeida,HALLUCINATION
268:time,time,0.0,0.0,0.0,0.0,0.85,3.12,,TRUNCATION
268:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.85,2026-05-11T03:12:00,,HALLUCINATION
268:location,location,0.0,0.0,0.0,0.0,0.9,presencial - gabinete 3.12,,HALLUCINATION
268:topic,topic,0.0,0.0,0.0,0.0,0.4646596312522888,Professora Ana Costa,,HALLUCINATION
47:participants,participants,1.0,1.0,1.0,1.0,0.8476328253746033,Professora Sofia Carvalho,Professora Sofia Carvalho,EXACT_MATCH
47:time,time,0.0,0.0,0.0,0.0,0.9999977946281433,na proxima semana,dia 22 as 17h,WRONG_ANSWER
47:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999977946281433,2026-04-06T00:00:00/2026-04-12T23:59:59,2026-04-25T17:00:00,HALLUCINATION
47:location,location,1.0,1.0,1.0,1.0,0.9,remoto - zoom,remoto - zoom,EXACT_MATCH
47:topic,topic,0.0,0.0,0.0,0.0,0.9977118372917175,revisao bibliografica,validacao de atas,WRONG_ANSWER
366:participants,participants,0.0,0.0,0.0,0.0,0.9869060516357422,Professor Luis Almeida,Gabinete de Estagios,HALLUCINATION
366:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
366:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
366:location,location,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,remoto - teams,remoto - zoom,HALLUCINATION
366:topic,topic,0.0,0.0,0.0,0.0,0.9995750188827515,horarios do semestre,proposta de projeto,WRONG_ANSWER
372:participants,participants,0.0,0.3333333333333333,0.5,0.4,0.7433565855026245,Professora Ana Costa,Ana Martins,HALLUCINATION
372:time,time,0.0,0.0,0.0,0.0,0.999990701675415,depois da aula,,TRUNCATION
372:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
372:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - auditorio principal,remoto - zoom,HALLUCINATION
372:topic,topic,0.0,0.3333333333333333,0.25,0.28571428571428575,0.9999655485153198,processo de estagio,distribuicao de servico docente,PARTIAL_MATCH
91:participants,participants,0.0,0.0,0.0,0.0,0.9891710877418518,Gabinete de Estagios,Conselho Pedagogico,HALLUCINATION
91:time,time,0.0,0.0,0.0,0.0,0.999999463558197,depois de almoco,,TRUNCATION
91:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
91:location,location,0.0,0.0,0.0,0.0,0.9,remoto - teams,,HALLUCINATION
91:topic,topic,0.0,0.0,0.0,0.0,0.878903865814209,Gabinete de Estagios,,HALLUCINATION
142:participants,participants,0.0,0.0,0.0,0.0,0.9715194702148438,Prof. Ricardo Mendes,Joao Pereira,HALLUCINATION
142:time,time,0.0,0.0,0.0,0.0,0.9999986290931702,durante a manha,,TRUNCATION
142:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999986290931702,2026-02-06T06:00:00/2026-02-06T12:00:00,,HALLUCINATION
142:location,location,0.0,0.0,0.0,0.0,0.9,presencial - sala de reunioes do departamento,,HALLUCINATION
142:topic,topic,0.0,0.0,0.0,0.0,0.9998298287391663,orientacao da dissertacao,,TRUNCATION
5:participants,participants,0.0,0.0,0.0,0.0,0.8779082298278809,Secretaria Academica,Professor Luis Almeida,HALLUCINATION
5:time,time,0.0,0.0,0.0,0.0,0.9999989867210388,sexta as 14h30,,TRUNCATION
5:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999989867210388,2026-04-24T14:30:00,,HALLUCINATION
5:location,location,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9,presencial - secretaria,remoto - zoom,HALLUCINATION
5:topic,topic,0.0,0.0,0.0,0.0,0.9999985098838806,distribuicao de servico docente,analise dos resultados dos estudantes,WRONG_ANSWER
203:participants,participants,0.0,0.0,0.0,0.0,0.9992555379867554,Secretaria Academica,Professora Sofia Carvalho,HALLUCINATION
203:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
203:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
203:location,location,0.0,0.0,0.0,0.0,0.9,presencial - secretaria,,HALLUCINATION
203:topic,topic,0.0,0.0,0.0,0.0,0.9946579337120056,validacao de atas,,HALLUCINATION
242:participants,participants,1.0,1.0,1.0,1.0,0.9309806227684021,Conselho Pedagogico,Conselho Pedagogico,EXACT_MATCH
242:time,time,0.0,0.0,0.0,0.0,0.0,,dia 18 as 9h30,LOW_CONFIDENCE
242:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-04-18T09:30:00,LOW_CONFIDENCE
242:location,location,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9,presencial - secretaria,remoto - teams,HALLUCINATION
242:topic,topic,0.0,0.0,0.0,0.0,0.7724478840827942,Conselho Pedagogico,avaliacao continua,HALLUCINATION
371:participants,participants,0.0,0.0,0.0,0.0,0.9875888824462891,Ana Martins,Gabinete de Estagios,HALLUCINATION
371:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
371:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
371:location,location,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,remoto - zoom,presencial - secretaria,HALLUCINATION
371:topic,topic,0.0,0.0,0.0,0.0,0.6426000595092773,Ana Martins,revisao do plano de trabalhos,HALLUCINATION
100:participants,participants,0.0,0.0,0.0,0.0,0.9896857738494873,Mariana Lopes,Professora Ana Costa,HALLUCINATION
100:time,time,0.0,0.0,0.0,0.0,0.9999983310699463,ao final do dia,depois de almoco,WRONG_ANSWER
100:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-04-24T13:15:00,LOW_CONFIDENCE
100:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - sala 2.3,remoto - zoom,HALLUCINATION
100:topic,topic,0.0,0.0,0.0,0.0,0.6750298142433167,Mariana Lopes,distribuicao de servico docente,HALLUCINATION
337:participants,participants,0.0,0.0,0.0,0.0,0.8388082981109619,Professor Luis Almeida,Diretor do Curso,HALLUCINATION
337:time,time,0.0,0.0,0.0,0.0,0.0,,quinta as 16h,LOW_CONFIDENCE
337:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-03-19T16:00:00,LOW_CONFIDENCE
337:location,location,0.0,0.5,0.4,0.4444444444444445,0.9,presencial - sala B104,presencial - gabinete de orientacao,HALLUCINATION
337:topic,topic,0.0,0.0,0.0,0.0,0.6833680272102356,Professor Luis Almeida,relatorio de progresso,HALLUCINATION
253:participants,participants,0.0,0.0,0.0,0.0,0.7621012330055237,Joao Pereira,Professora Sofia Carvalho,HALLUCINATION
253:time,time,1.0,1.0,1.0,1.0,0.9999945163726807,amanha as 15h,amanha as 15h,EXACT_MATCH
253:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999945163726807,2026-03-17T15:00:00,2026-04-16T15:00:00,HALLUCINATION
253:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
253:topic,topic,0.0,0.0,0.0,0.0,0.9999956488609314,avaliacao continua,preparacao da defesa,WRONG_ANSWER
86:participants,participants,0.0,0.0,0.0,0.0,0.9985068440437317,Professora Ana Costa,Prof. Ricardo Mendes,HALLUCINATION
86:time,time,0.0,0.0,0.0,0.0,0.9999985694885254,segunda de manha,quinta as 16h,WRONG_ANSWER
86:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999985694885254,2026-04-20T06:00:00/2026-04-20T12:00:00,2026-04-16T16:00:00,HALLUCINATION
86:location,location,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,remoto - teams,remoto - zoom,HALLUCINATION
86:topic,topic,0.0,0.0,0.0,0.0,0.7399079203605652,Professora Ana Costa,coordenacao da unidade curricular,HALLUCINATION
215:participants,participants,0.0,0.0,0.0,0.0,0.9986373782157898,Joao Pereira,Secretaria Academica,HALLUCINATION
215:time,time,0.0,0.0,0.0,0.0,0.0,,antes do seminario,LOW_CONFIDENCE
215:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
215:location,location,1.0,1.0,1.0,1.0,0.9,remoto - zoom,remoto - zoom,EXACT_MATCH
215:topic,topic,0.0,0.0,0.0,0.0,0.536085307598114,Joao Pereira,credibilidade dos dados recolhidos,HALLUCINATION
12:participants,participants,0.0,0.0,0.0,0.0,0.7,Rita Fernandes,Professora Ana Costa,HALLUCINATION
12:time,time,0.0,0.0,0.0,0.0,0.9997846484184265,depois de almoco,,TRUNCATION
12:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
12:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
12:topic,topic,0.0,0.0,0.0,0.0,0.9999940395355225,acompanhamento pedagogico,credibilidade dos dados recolhidos,WRONG_ANSWER
238:participants,participants,0.0,0.0,0.0,0.0,0.9963715672492981,Secretaria Academica,Professora Sofia Carvalho,HALLUCINATION
238:time,time,0.0,0.0,0.0,0.0,0.9999958276748657,terca as 11h,,TRUNCATION
238:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999958276748657,2026-03-31T11:00:00,,HALLUCINATION
238:location,location,1.0,1.0,1.0,1.0,0.9,remoto - zoom,remoto - zoom,EXACT_MATCH
238:topic,topic,0.0,0.0,0.0,0.0,0.9998761415481567,relatorio de progresso,preparacao da apresentacao,WRONG_ANSWER
