example_id,category,exact_match,precision,recall,f1_score,confidence,predicted,reference,error_type
300:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
300:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
300:topic,topic,0.0,0.1111111111111111,0.5,0.1818181818181818,0.8166666666666667,"imprevisto; - acompanhamento pedagogico; , em remoto; a reuniao",acompanhamento pedagogico,HALLUCINATION
240:participants,participants,0.0,0.4,0.6666666666666666,0.5,0.8,Professor Professora Ana Costa; Confirmo,Professora Ana Costa,HALLUCINATION
240:time,time,0.0,1.0,0.3333333333333333,0.5,0.9,sexta,sexta as 14h30,TRUNCATION
240:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-02-20T00:00:00,2026-02-20T14:30:00,HALLUCINATION
240:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - teams,LOW_CONFIDENCE
240:topic,topic,0.0,0.0,0.0,0.0,0.9,": re; marcacao; reuniao; exmo; professor professora ana costa, confirmo",analise dos resultados dos estudantes,HALLUCINATION
131:participants,participants,0.0,0.0,0.0,0.0,0.0,,Professora Sofia Carvalho,LOW_CONFIDENCE
131:time,time,0.0,0.0,0.0,0.0,0.9,esta semana,,TRUNCATION
131:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-05-04T00:00:00,,HALLUCINATION
131:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
131:topic,topic,0.0,0.0,0.0,0.0,0.9,: entrega; relatorio; viva; esta semana; moodle,,HALLUCINATION
45:participants,participants,0.0,0.0,0.0,0.0,0.0,,Secretaria Academica,LOW_CONFIDENCE
45:time,time,0.0,1.0,0.3333333333333333,0.5,0.9,manha,durante a manha,TRUNCATION
45:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.9,2026-04-24T09:00:00,2026-04-24T09:00:00,EXACT_MATCH
45:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
45:topic,topic,0.0,0.0,0.0,0.0,0.8066666666666666,bom dia; apresentacao; durante a manha; os documentos relativos; a reuniao,preparacao da apresentacao,HALLUCINATION
317:participants,participants,0.0,0.16666666666666666,0.5,0.25,0.65,Secretaria Academica; Secr; sab; para r,Secretaria Academica,HALLUCINATION
317:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
317:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
317:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - google meet,LOW_CONFIDENCE
317:topic,topic,0.0,0.09090909090909091,0.6666666666666666,0.16,0.8636363636363636,"disponibilidade; reuniao; secretaria academica, gostaria de saber se tem disponibilidade para reunirmos quando for conveniente, em google meet, para falarmos sobre processo de estagio.",processo de estagio,HALLUCINATION
349:participants,participants,0.0,0.25,0.5,0.3333333333333333,0.7333333333333334,Miguel Santos; Migu; Envio,Miguel Santos,HALLUCINATION
349:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
349:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
349:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
349:topic,topic,0.0,0.0,0.0,0.0,0.9,"entrega; relatorio; miguel santos, envio; anexo; atas",,HALLUCINATION
340:participants,participants,0.0,0.0,0.0,0.0,0.0,,Ana Martins,LOW_CONFIDENCE
340:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
340:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
340:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - teams,LOW_CONFIDENCE
340:topic,topic,0.0,0.0,0.0,0.0,0.9,reuniao; bom dia; confirmo; teams; horario,relatorio de progresso,HALLUCINATION
76:participants,participants,0.0,0.0,0.0,0.0,0.6,favor confirm,Professora Ana Costa,WRONG_ANSWER
76:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
76:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
76:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
76:topic,topic,0.0,0.0,0.0,0.0,0.86,atualizacao; processo; caro; sistema academico; a pauta,,HALLUCINATION
148:participants,participants,0.0,0.0,0.0,0.0,0.0,,Coordenacao de Mestrado,LOW_CONFIDENCE
148:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
148:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
148:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
148:topic,topic,0.0,0.0,0.0,0.0,0.9,aviso; estudantes; bom dia; partilho; ata,,HALLUCINATION
128:participants,participants,0.0,0.25,0.5,0.3333333333333333,0.7333333333333334,Secretaria Academica; Zoom; avaliaco,Secretaria Academica,HALLUCINATION
128:time,time,0.0,1.0,0.5,0.6666666666666666,0.9,as 17h,dia 22 as 17h,TRUNCATION
128:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.9,2026-03-18T17:00:00,2026-03-18T17:00:00,EXACT_MATCH
128:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
128:topic,topic,0.0,0.0,0.0,0.0,0.9,"reuniao; cara; secretaria academica, confirmo; dia; zoom",calendario de avaliacoes,HALLUCINATION
4:participants,participants,0.0,0.0,0.0,0.0,0.7,Informamos; avaliacao t,Miguel Santos,HALLUCINATION
4:time,time,0.0,0.0,0.0,0.0,0.9,esta sexta,,TRUNCATION
4:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-02-27T00:00:00,,HALLUCINATION
4:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
4:topic,topic,0.0,0.0,0.0,0.0,0.86,estudantes; elementos; avaliacao; esta sexta-feira; o prazo,,HALLUCINATION
209:participants,participants,0.0,0.0,0.0,0.0,0.6666666666666666,Professor; motivo impr; quan,Coordenacao de Mestrado,HALLUCINATION
209:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
209:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
209:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
209:topic,topic,0.0,0.0,0.0,0.0,0.9,reuniao; efeito; exmo; professor; motivo imprevisto,planeamento de aulas,HALLUCINATION
32:participants,participants,0.0,0.4,0.6666666666666666,0.5,0.6666666666666666,Coordenacao de Mestrado; Mestra; indicacao,Coordenacao de Mestrado,HALLUCINATION
32:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
32:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
32:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
32:topic,topic,0.0,0.0,0.0,0.0,0.9,indisponibilidade; cara; coordenacao; mestrado; direcao,horarios do semestre,HALLUCINATION
3:participants,participants,0.0,0.2857142857142857,0.6666666666666666,0.4,0.6666666666666666,Professor Professora Ana Costa; sab; para r,Professora Ana Costa,HALLUCINATION
3:time,time,0.0,1.0,0.6666666666666666,0.8,0.9,proxima semana,na proxima semana,TRUNCATION
3:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.9,2026-02-23T00:00:00,2026-02-23T00:00:00,EXACT_MATCH
3:location,location,0.0,0.0,0.0,0.0,0.0,,presencial - secretaria,LOW_CONFIDENCE
3:topic,topic,0.0,0.0,0.0,0.0,0.9,reuniao; validacao; atas; exmo; horario,validacao de atas,HALLUCINATION
301:participants,participants,0.0,0.5,0.6666666666666666,0.5714285714285715,0.8,Professora Sofia Carvalho; Surgiu,Professora Sofia Carvalho,HALLUCINATION
301:time,time,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,quinta; as 16h,quinta as 16h,HALLUCINATION
301:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-05-28T00:00:00,2026-05-21T16:00:00,HALLUCINATION
301:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
301:topic,topic,0.0,0.0,0.0,0.0,0.9,"indisponibilidade; cara; professora sofia carvalho,; horario; nao",proposta de projeto,HALLUCINATION
158:participants,participants,0.0,0.3333333333333333,0.5,0.4,0.7,Carolina Silva; indicacao,Carolina Silva,HALLUCINATION
158:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
158:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
158:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
158:topic,topic,0.0,0.0,0.0,0.0,0.9,imprevisto; analise; resultados; estudantes; carolina silva,analise dos resultados dos estudantes,HALLUCINATION
181:participants,participants,0.0,0.75,1.0,0.8571428571428571,0.7,Gabinete de Estagios; Estagios,Gabinete de Estagios,HALLUCINATION
181:time,time,0.0,1.0,0.6666666666666666,0.8,0.9,as 10h,amanha as 10h,TRUNCATION
181:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-05-28T10:00:00,2026-05-29T10:00:00,HALLUCINATION
181:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
181:topic,topic,0.0,0.0,0.0,0.0,0.9,: imprevisto; caro; gabinete; estagios; horario,avaliacao continua,HALLUCINATION
24:participants,participants,0.0,0.4,0.6666666666666666,0.5,0.8,Professor Professora Ana Costa; Surgiu,Professora Ana Costa,HALLUCINATION
24:time,time,0.0,1.0,0.6666666666666666,0.8,0.9,as 15h,amanha as 15h,TRUNCATION
24:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-03-16T15:00:00,2026-03-17T15:00:00,HALLUCINATION
24:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
24:topic,topic,0.0,0.0,0.0,0.0,0.9,"indisponibilidade; exmo; professor professora ana costa,; horario; nao",credibilidade dos dados recolhidos,HALLUCINATION
266:participants,participants,0.0,0.5,0.6666666666666666,0.5714285714285715,0.8,Professora Sofia Carvalho; Tudo,Professora Sofia Carvalho,HALLUCINATION
266:time,time,0.0,0.0,0.0,0.0,0.0,,ao final do dia,LOW_CONFIDENCE
266:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
266:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
266:topic,topic,0.0,0.0,0.0,0.0,0.9,marcacao; reuniao; caro; professora sofia carvalho; dia,revisao do plano de trabalhos,HALLUCINATION
94:participants,participants,1.0,1.0,1.0,1.0,0.8,Mariana Lopes,Mariana Lopes,EXACT_MATCH
94:time,time,0.0,0.0,0.0,0.0,0.0,,ao final do dia,LOW_CONFIDENCE
94:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
94:location,location,0.0,0.0,0.0,0.0,0.0,,presencial - sala B104,LOW_CONFIDENCE
94:topic,topic,0.0,0.0,0.0,0.0,0.9,"marcacao; reuniao; cara; mariana lopes; , confirmo",planeamento de aulas,HALLUCINATION
96:participants,participants,0.0,0.0,0.0,0.0,0.0,,Professor Luis Almeida,LOW_CONFIDENCE
96:time,time,0.0,0.0,0.0,0.0,0.0,,depois da aula,LOW_CONFIDENCE
96:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
96:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
96:topic,topic,0.0,0.0,0.0,0.0,0.86,reuniao; horarios; semestre; aula; o objetivo,horarios do semestre,HALLUCINATION
67:participants,participants,0.0,0.0,0.0,0.0,0.8,Partilho,Joao Pereira,WRONG_ANSWER
67:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
67:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
67:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
67:topic,topic,0.0,0.0,0.0,0.0,0.8733333333333334,"informacao; boa tarde, partilho; ata; validacao; a versao revista",,HALLUCINATION
264:participants,participants,0.0,0.0,0.0,0.0,0.0,,Prof. Ricardo Mendes,LOW_CONFIDENCE
264:time,time,0.0,0.0,0.0,0.0,0.9,esta semana,,TRUNCATION
264:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-03-23T00:00:00,,HALLUCINATION
264:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
264:topic,topic,0.0,0.0,0.0,0.0,0.9,atualizacao; processo; viva; esta semana; moodle,,HALLUCINATION
250:participants,participants,0.0,0.2,0.5,0.28571428571428575,0.7,Rita Fernandes; Preciso; esclar; progr,Rita Fernandes,HALLUCINATION
250:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
250:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
250:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
250:topic,topic,0.0,0.0,0.0,0.0,0.9,"pedido; reuniao; bom dia; rita fernandes; , preciso",relatorio de progresso,HALLUCINATION
310:participants,participants,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.6666666666666666,Diretor do Curso; sab; para r,Diretor do Curso,HALLUCINATION
310:time,time,0.0,1.0,0.5,0.6666666666666666,0.9,as 17h,dia 22 as 17h,TRUNCATION
310:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.9,2026-03-21T17:00:00,2026-03-21T17:00:00,EXACT_MATCH
310:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
310:topic,topic,0.0,0.0,0.0,0.0,0.9,agendamento; semestre; bom dia; diretor; curso,horarios do semestre,HALLUCINATION
396:participants,participants,0.0,0.0,0.0,0.0,0.6,motivo impr; depois,Ana Martins,HALLUCINATION
396:time,time,0.0,0.0,0.0,0.0,0.0,,depois de almoco,LOW_CONFIDENCE
396:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-02-24T13:15:00,LOW_CONFIDENCE
396:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
396:topic,topic,0.0,0.0,0.0,0.0,0.9,cancelamento; reuniao; bom dia; motivo imprevisto; almoco,calendario de avaliacoes,HALLUCINATION
112:participants,participants,1.0,1.0,1.0,1.0,0.8,Miguel Santos,Miguel Santos,EXACT_MATCH
112:time,time,0.0,1.0,0.3333333333333333,0.5,0.9,sexta,sexta as 14h30,TRUNCATION
112:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-04-10T00:00:00,2026-04-10T14:30:00,HALLUCINATION
112:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
112:topic,topic,0.0,0.0,0.0,0.0,0.9,"confirmacao; apresentacao; bom dia; miguel santos; , confirmo",preparacao da apresentacao,HALLUCINATION
163:participants,participants,0.0,0.4,0.6666666666666666,0.5,0.7333333333333334,Professora Ana Costa; Nao; canc,Professora Ana Costa,HALLUCINATION
163:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
163:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
163:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
163:topic,topic,0.0,0.047619047619047616,0.3333333333333333,0.08333333333333333,0.8764705882352941,"cancelamento; reuniao; bom dia; professora ana costa, nao vou conseguir estar presente na reuniao em remoto, pelo que terei de cancelar.",validacao de atas,HALLUCINATION
347:participants,participants,0.0,0.0,0.0,0.0,0.7,Informamos; avaliacao t,Secretaria Academica,HALLUCINATION
347:time,time,0.0,0.0,0.0,0.0,0.9,esta sexta,,TRUNCATION
347:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-03-06T00:00:00,,HALLUCINATION
347:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
347:topic,topic,0.0,0.0,0.0,0.0,0.9,envio; documentos; bom dia; elementos; avaliacao,,HALLUCINATION
123:participants,participants,0.0,0.0,0.0,0.0,0.6,sab; para r; servico,Professor Luis Almeida,HALLUCINATION
123:time,time,0.0,1.0,0.3333333333333333,0.5,0.9,manha,durante a manha,TRUNCATION
123:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.9,2026-04-16T09:00:00,2026-04-16T09:00:00,EXACT_MATCH
123:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - teams,LOW_CONFIDENCE
123:topic,topic,0.0,0.05555555555555555,0.25,0.0909090909090909,0.8666666666666667,"reuniao; distribuicao; viva conselho pedagogico, gostaria de saber se tem disponibilidade para reunirmos durante a manha, em teams,",distribuicao de servico docente,HALLUCINATION
2:participants,participants,0.0,0.0,0.0,0.0,0.6666666666666666,sab; para r; Zoom,Professor Luis Almeida,HALLUCINATION
2:time,time,0.0,1.0,0.6666666666666666,0.8,0.9,as 10h,amanha as 10h,TRUNCATION
2:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-05-26T10:00:00,2026-05-27T10:00:00,HALLUCINATION
2:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
2:topic,topic,0.0,0.0,0.0,0.0,0.9,"viva; diretor; curso; , gostaria; disponibilidade",revisao do plano de trabalhos,HALLUCINATION
107:participants,participants,0.0,0.0,0.0,0.0,0.8,Professor,Coordenacao de Mestrado,WRONG_ANSWER
107:time,time,0.0,1.0,0.3333333333333333,0.5,0.9,sexta,sexta as 14h30,TRUNCATION
107:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9,2026-03-20T00:00:00,2026-03-20T14:30:00,HALLUCINATION
107:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
107:topic,topic,0.0,0.0,0.0,0.0,0.9,confirmacao; - planeamento; aulas; exmo; professor,planeamento de aulas,HALLUCINATION
